VARIABLES = "x"	,"y"	,"u"
0.85	 0.95	 1.016946
0.85	 0.98	 1.023421
0.85	 1.00	 1.030767
0.85	 1.02	 1.038594
0.85	 1.05	 1.046436
0.85	 1.08	 1.053843
0.85	 1.10	 1.060447
0.85	 1.13	 1.066014
0.85	 1.15	 1.070457
0.85	 1.18	 1.073819
0.85	 1.20	 1.076232
0.85	 1.23	 1.077877
0.85	 1.25	 1.078936
0.85	 1.27	 1.079567
0.85	 1.30	 1.079882
0.85	 1.33	 1.079930
0.85	 1.35	 1.079687
0.85	 1.38	 1.079055
0.85	 1.40	 1.077868
0.85	 1.43	 1.075909
0.85	 1.45	 1.072956
0.85	 1.48	 1.068839
0.85	 1.50	 1.063497
0.85	 1.52	 1.057023
0.85	 1.55	 1.049676
0.85	 1.58	 1.041850
0.85	 1.60	 1.034007
0.85	 1.63	 1.026600
0.85	 1.65	 1.019997
0.85	 1.68	 1.014430
0.85	 1.70	 1.009986
0.85	 1.73	 1.006625
0.85	 1.75	 1.004210
0.85	 1.77	 1.002563
0.85	 1.80	 1.001495
0.85	 1.83	 1.000835
0.85	 1.85	 1.000446
0.85	 1.88	 1.000229
0.85	 1.90	 1.000112
0.85	 1.93	 1.000053
0.85	 1.95	 1.000024
0.85	 1.98	 1.000010
0.85	 2.00	 1.000000
0.88	 0.00	 1.000000
0.88	 0.03	 1.000000
0.88	 0.05	 1.000000
0.88	 0.08	 1.000000
0.88	 0.10	 1.000000
0.88	 0.13	 1.000000
0.88	 0.15	 1.000000
0.88	 0.17	 1.000000
0.88	 0.20	 1.000000
0.88	 0.23	 1.000000
0.88	 0.25	 1.000000
0.88	 0.28	 1.000000
0.88	 0.30	 1.000000
0.88	 0.33	 1.000000
0.88	 0.35	 1.000000
0.88	 0.38	 1.000000
0.88	 0.40	 1.000000
0.88	 0.43	 1.000000
0.88	 0.45	 1.000000
0.88	 0.47	 1.000000
0.88	 0.50	 1.000000
0.88	 0.53	 1.000000
0.88	 0.55	 1.000000
0.88	 0.57	 1.000000
0.88	 0.60	 1.000001
0.88	 0.63	 1.000001
0.88	 0.65	 1.000002
0.88	 0.68	 1.000008
0.88	 0.70	 1.000026
0.88	 0.73	 1.000078
0.88	 0.75	 1.000212
0.88	 0.78	 1.000522
0.88	 0.80	 1.001167
0.88	 0.82	 1.002392
0.88	 0.85	 1.004524
0.88	 0.88	 1.007943
0.88	 0.90	 1.013010
0.88	 0.93	 1.019982
0.88	 0.95	 1.028917
0.88	 0.98	 1.039614
0.88	 1.00	 1.051605
0.88	 1.02	 1.064223
0.88	 1.05	 1.076713
0.88	 1.08	 1.088362
0.88	 1.10	 1.098619
0.88	 1.13	 1.107157
0.88	 1.15	 1.113886
0.88	 1.18	 1.118913
0.88	 1.20	 1.122475
0.88	 1.23	 1.124870
0.88	 1.25	 1.126389
0.88	 1.27	 1.127274
0.88	 1.30	 1.127684
0.88	 1.33	 1.127675
0.88	 1.35	 1.127189
0.88	 1.38	 1.126044
0.88	 1.40	 1.123950
0.88	 1.43	 1.120550
0.88	 1.45	 1.115490
0.88	 1.48	 1.108521
0.88	 1.50	 1.099587
0.88	 1.52	 1.088891
0.88	 1.55	 1.076900
0.88	 1.58	 1.064282
0.88	 1.60	 1.051793
0.88	 1.63	 1.040143
0.88	 1.65	 1.029886
0.88	 1.68	 1.021348
0.88	 1.70	 1.014619
0.88	 1.73	 1.009592
0.88	 1.75	 1.006029
0.88	 1.77	 1.003628
0.88	 1.80	 1.002091
0.88	 1.83	 1.001154
0.88	 1.85	 1.000610
0.88	 1.88	 1.000309
0.88	 1.90	 1.000150
0.88	 1.93	 1.000069
0.88	 1.95	 1.000031
0.88	 1.98	 1.000013
0.88	 2.00	 1.000000
0.90	 0.00	 1.000000
0.90	 0.03	 1.000000
0.90	 0.05	 1.000000
0.90	 0.08	 1.000000
0.90	 0.10	 1.000000
0.90	 0.13	 1.000000
0.90	 0.15	 1.000000
0.90	 0.17	 1.000000
0.90	 0.20	 1.000000
0.90	 0.23	 1.000000
0.90	 0.25	 1.000000
0.90	 0.28	 1.000000
0.90	 0.30	 1.000000
0.90	 0.33	 1.000000
0.90	 0.35	 1.000000
0.90	 0.38	 1.000000
0.90	 0.40	 1.000000
0.90	 0.43	 1.000000
0.90	 0.45	 1.000000
0.90	 0.47	 1.000000
0.90	 0.50	 1.000000
0.90	 0.53	 1.000000
0.90	 0.55	 1.000000
0.90	 0.57	 1.000000
0.90	 0.60	 1.000001
0.90	 0.63	 1.000001
0.90	 0.65	 1.000003
0.90	 0.68	 1.000013
0.90	 0.70	 1.000045
0.90	 0.73	 1.000135
0.90	 0.75	 1.000365
0.90	 0.78	 1.000889
0.90	 0.80	 1.001968
0.90	 0.82	 1.003995
0.90	 0.85	 1.007483
0.90	 0.88	 1.013010
0.90	 0.90	 1.021107
0.90	 0.93	 1.032121
0.90	 0.95	 1.046070
0.90	 0.98	 1.062572
0.90	 1.00	 1.080853
0.90	 1.02	 1.099860
0.90	 1.05	 1.118448
0.90	 1.08	 1.135577
0.90	 1.10	 1.150477
0.90	 1.13	 1.162730
0.90	 1.15	 1.172268
0.90	 1.18	 1.179306
0.90	 1.20	 1.184232
0.90	 1.23	 1.187501
0.90	 1.25	 1.189544
0.90	 1.27	 1.190702
0.90	 1.30	 1.191189
0.90	 1.33	 1.191057
0.90	 1.35	 1.190182
0.90	 1.38	 1.188256
0.90	 1.40	 1.184817
0.90	 1.43	 1.179312
0.90	 1.45	 1.171224
0.90	 1.48	 1.160214
0.90	 1.50	 1.146267
0.90	 1.52	 1.129765
0.90	 1.55	 1.111485
0.90	 1.58	 1.092478
0.90	 1.60	 1.073890
0.90	 1.63	 1.056760
0.90	 1.65	 1.041860
0.90	 1.68	 1.029608
0.90	 1.70	 1.020069
0.90	 1.73	 1.013031
0.90	 1.75	 1.008102
0.90	 1.77	 1.004823
0.90	 1.80	 1.002749
0.90	 1.83	 1.001500
0.90	 1.85	 1.000784
0.90	 1.88	 1.000392
0.90	 1.90	 1.000188
0.90	 1.93	 1.000086
0.90	 1.95	 1.000038
0.90	 1.98	 1.000016
0.90	 2.00	 1.000000
0.93	 0.00	 1.000000
0.93	 0.03	 1.000000
0.93	 0.05	 1.000000
0.93	 0.08	 1.000000
0.93	 0.10	 1.000000
0.93	 0.13	 1.000000
0.93	 0.15	 1.000000
0.93	 0.17	 1.000000
0.93	 0.20	 1.000000
0.93	 0.23	 1.000000
0.93	 0.25	 1.000000
0.93	 0.28	 1.000000
0.93	 0.30	 1.000000
0.93	 0.33	 1.000000
0.93	 0.35	 1.000000
0.93	 0.38	 1.000000
0.93	 0.40	 1.000000
0.93	 0.43	 1.000000
0.93	 0.45	 1.000000
0.93	 0.47	 1.000000
0.93	 0.50	 1.000000
0.93	 0.53	 1.000000
0.93	 0.55	 1.000000
0.93	 0.57	 1.000000
0.93	 0.60	 1.000001
0.93	 0.63	 1.000002
0.93	 0.65	 1.000006
0.93	 0.68	 1.000022
0.93	 0.70	 1.000074
0.93	 0.73	 1.000220
0.93	 0.75	 1.000589
0.93	 0.78	 1.001419
0.93	 0.80	 1.003111
0.93	 0.82	 1.006255
0.93	 0.85	 1.011603
0.93	 0.88	 1.019982
0.93	 0.90	 1.032121
0.93	 0.93	 1.048443
0.93	 0.95	 1.068880
0.93	 0.98	 1.092782
0.93	 1.00	 1.118955
0.93	 1.02	 1.145854
0.93	 1.05	 1.171857
0.93	 1.08	 1.195541
0.93	 1.10	 1.215903
0.93	 1.13	 1.232452
0.93	 1.15	 1.245185
0.93	 1.18	 1.254471
0.93	 1.20	 1.260894
0.93	 1.23	 1.265105
0.93	 1.25	 1.267696
0.93	 1.27	 1.269122
0.93	 1.30	 1.269645
0.93	 1.33	 1.269297
0.93	 1.35	 1.267853
0.93	 1.38	 1.264832
0.93	 1.40	 1.259542
0.93	 1.43	 1.251189
0.93	 1.45	 1.239061
0.93	 1.48	 1.222743
0.93	 1.50	 1.202307
0.93	 1.52	 1.178407
0.93	 1.55	 1.152234
0.93	 1.58	 1.125335
0.93	 1.60	 1.099332
0.93	 1.63	 1.075648
0.93	 1.65	 1.055286
0.93	 1.68	 1.038737
0.93	 1.70	 1.026003
0.93	 1.73	 1.016717
0.93	 1.75	 1.010289
0.93	 1.77	 1.006062
0.93	 1.80	 1.003420
0.93	 1.83	 1.001847
0.93	 1.85	 1.000955
0.93	 1.88	 1.000473
0.93	 1.90	 1.000224
0.93	 1.93	 1.000102
0.93	 1.95	 1.000044
0.93	 1.98	 1.000018
0.93	 2.00	 1.000000
0.95	 0.00	 1.000000
0.95	 0.03	 1.000000
0.95	 0.05	 1.000000
0.95	 0.08	 1.000000
0.95	 0.10	 1.000000
0.95	 0.13	 1.000000
0.95	 0.15	 1.000000
0.95	 0.17	 1.000000
0.95	 0.20	 1.000000
0.95	 0.23	 1.000000
0.95	 0.25	 1.000000
0.95	 0.28	 1.000000
0.95	 0.30	 1.000000
0.95	 0.33	 1.000000
0.95	 0.35	 1.000000
0.95	 0.38	 1.000000
0.95	 0.40	 1.000000
0.95	 0.43	 1.000000
0.95	 0.45	 1.000000
0.95	 0.47	 1.000000
0.95	 0.50	 1.000000
0.95	 0.53	 1.000000
0.95	 0.55	 1.000000
0.95	 0.57	 1.000000
0.95	 0.60	 1.000001
0.95	 0.63	 1.000002
0.95	 0.65	 1.000009
0.95	 0.68	 1.000034
0.95	 0.70	 1.000114
0.95	 0.73	 1.000338
0.95	 0.75	 1.000893
0.95	 0.78	 1.002132
0.95	 0.80	 1.004631
0.95	 0.82	 1.009221
0.95	 0.85	 1.016946
0.95	 0.88	 1.028917
0.95	 0.90	 1.046070
0.95	 0.93	 1.068880
0.95	 0.95	 1.097129
0.95	 0.98	 1.129799
0.95	 1.00	 1.165180
0.95	 1.02	 1.201141
0.95	 1.05	 1.235519
0.95	 1.08	 1.266486
0.95	 1.10	 1.292816
0.95	 1.13	 1.313980
0.95	 1.15	 1.330086
0.95	 1.18	 1.341703
0.95	 1.20	 1.349650
0.95	 1.23	 1.354799
0.95	 1.25	 1.357920
0.95	 1.27	 1.359581
0.95	 1.30	 1.360083
0.95	 1.33	 1.359410
0.95	 1.35	 1.357200
0.95	 1.38	 1.352751
0.95	 1.40	 1.345091
0.95	 1.43	 1.333149
0.95	 1.45	 1.316009
0.95	 1.48	 1.293203
0.95	 1.50	 1.264957
0.95	 1.52	 1.232288
0.95	 1.55	 1.196907
0.95	 1.58	 1.160946
0.95	 1.60	 1.126568
0.95	 1.63	 1.095601
0.95	 1.65	 1.069272
0.95	 1.68	 1.048107
0.95	 1.70	 1.032001
0.95	 1.73	 1.020382
0.95	 1.75	 1.012428
0.95	 1.77	 1.007254
0.95	 1.80	 1.004053
0.95	 1.83	 1.002168
0.95	 1.85	 1.001110
0.95	 1.88	 1.000545
0.95	 1.90	 1.000256
0.95	 1.93	 1.000115
0.95	 1.95	 1.000050
0.95	 1.98	 1.000021
0.95	 2.00	 1.000000
0.98	 0.00	 1.000000
0.98	 0.03	 1.000000
0.98	 0.05	 1.000000
0.98	 0.08	 1.000000
0.98	 0.10	 1.000000
0.98	 0.13	 1.000000
0.98	 0.15	 1.000000
0.98	 0.17	 1.000000
0.98	 0.20	 1.000000
0.98	 0.23	 1.000000
0.98	 0.25	 1.000000
0.98	 0.28	 1.000000
0.98	 0.30	 1.000000
0.98	 0.33	 1.000000
0.98	 0.35	 1.000000
0.98	 0.38	 1.000000
0.98	 0.40	 1.000000
0.98	 0.43	 1.000000
0.98	 0.45	 1.000000
0.98	 0.47	 1.000000
0.98	 0.50	 1.000000
0.98	 0.53	 1.000000
0.98	 0.55	 1.000000
0.98	 0.57	 1.000000
0.98	 0.60	 1.000001
0.98	 0.63	 1.000003
0.98	 0.65	 1.000013
0.98	 0.68	 1.000050
0.98	 0.70	 1.000167
0.98	 0.73	 1.000489
0.98	 0.75	 1.001281
0.98	 0.78	 1.003029
0.98	 0.80	 1.006518
0.98	 0.82	 1.012859
0.98	 0.85	 1.023421
0.98	 0.88	 1.039614
0.98	 0.90	 1.062572
0.98	 0.93	 1.092782
0.98	 0.95	 1.129799
0.98	 0.98	 1.172162
0.98	 1.00	 1.217559
0.98	 1.02	 1.263218
0.98	 1.05	 1.306411
0.98	 1.08	 1.344916
0.98	 1.10	 1.377319
0.98	 1.13	 1.403098
0.98	 1.15	 1.422517
0.98	 1.18	 1.436383
0.98	 1.20	 1.445774
0.98	 1.23	 1.451792
0.98	 1.25	 1.455386
0.98	 1.27	 1.457228
0.98	 1.30	 1.457638
0.98	 1.33	 1.456528
0.98	 1.35	 1.453362
0.98	 1.38	 1.447176
0.98	 1.40	 1.436687
0.98	 1.43	 1.420525
0.98	 1.45	 1.397581
0.98	 1.48	 1.367376
0.98	 1.50	 1.330361
0.98	 1.52	 1.287999
0.98	 1.55	 1.242603
0.98	 1.58	 1.196944
0.98	 1.60	 1.153750
0.98	 1.63	 1.115245
0.98	 1.65	 1.082843
0.98	 1.68	 1.057063
0.98	 1.70	 1.037644
0.98	 1.73	 1.023775
0.98	 1.75	 1.014374
0.98	 1.77	 1.008319
0.98	 1.80	 1.004609
0.98	 1.83	 1.002445
0.98	 1.85	 1.001242
0.98	 1.88	 1.000604
0.98	 1.90	 1.000282
0.98	 1.93	 1.000126
0.98	 1.95	 1.000054
0.98	 1.98	 1.000022
0.98	 2.00	 1.000000
1.00	 0.00	 1.000000
1.00	 0.03	 1.000000
1.00	 0.05	 1.000000
1.00	 0.08	 1.000000
1.00	 0.10	 1.000000
1.00	 0.13	 1.000000
1.00	 0.15	 1.000000
1.00	 0.17	 1.000000
1.00	 0.20	 1.000000
1.00	 0.23	 1.000000
1.00	 0.25	 1.000000
1.00	 0.28	 1.000000
1.00	 0.30	 1.000000
1.00	 0.33	 1.000000
1.00	 0.35	 1.000000
1.00	 0.38	 1.000000
1.00	 0.40	 1.000000
1.00	 0.43	 1.000000
1.00	 0.45	 1.000000
1.00	 0.47	 1.000000
1.00	 0.50	 1.000000
1.00	 0.53	 1.000000
1.00	 0.55	 1.000000
1.00	 0.57	 1.000000
1.00	 0.60	 1.000001
1.00	 0.63	 1.000004
1.00	 0.65	 1.000018
1.00	 0.68	 1.000070
1.00	 0.70	 1.000231
1.00	 0.73	 1.000671
1.00	 0.75	 1.001744
1.00	 0.78	 1.004086
1.00	 0.80	 1.008713
1.00	 0.82	 1.017040
1.00	 0.85	 1.030767
1.00	 0.88	 1.051605
1.00	 0.90	 1.080853
1.00	 0.93	 1.118955
1.00	 0.95	 1.165180
1.00	 0.98	 1.217559
1.00	 1.00	 1.273137
1.00	 1.02	 1.328494
1.00	 1.05	 1.380357
1.00	 1.08	 1.426149
1.00	 1.10	 1.464320
1.00	 1.13	 1.494407
1.00	 1.15	 1.516863
1.00	 1.18	 1.532753
1.00	 1.20	 1.543417
1.00	 1.23	 1.550185
1.00	 1.25	 1.554167
1.00	 1.27	 1.556123
1.00	 1.30	 1.556372
1.00	 1.33	 1.554725
1.00	 1.35	 1.550447
1.00	 1.38	 1.542288
1.00	 1.40	 1.528637
1.00	 1.43	 1.507833
1.00	 1.45	 1.478600
1.00	 1.48	 1.440504
1.00	 1.50	 1.394280
1.00	 1.52	 1.341903
1.00	 1.55	 1.286324
1.00	 1.58	 1.230967
1.00	 1.60	 1.179105
1.00	 1.63	 1.133313
1.00	 1.65	 1.095141
1.00	 1.68	 1.065054
1.00	 1.70	 1.042597
1.00	 1.73	 1.026704
1.00	 1.75	 1.016026
1.00	 1.77	 1.009207
1.00	 1.80	 1.005064
1.00	 1.83	 1.002667
1.00	 1.85	 1.001346
1.00	 1.88	 1.000650
1.00	 1.90	 1.000301
1.00	 1.93	 1.000134
1.00	 1.95	 1.000057
1.00	 1.98	 1.000023
1.00	 2.00	 1.000000
1.02	 0.00	 1.000000
1.02	 0.03	 1.000000
1.02	 0.05	 1.000000
1.02	 0.08	 1.000000
1.02	 0.10	 1.000000
1.02	 0.13	 1.000000
1.02	 0.15	 1.000000
1.02	 0.17	 1.000000
1.02	 0.20	 1.000000
1.02	 0.23	 1.000000
1.02	 0.25	 1.000000
1.02	 0.28	 1.000000
1.02	 0.30	 1.000000
1.02	 0.33	 1.000000
1.02	 0.35	 1.000000
1.02	 0.38	 1.000000
1.02	 0.40	 1.000000
1.02	 0.43	 1.000000
1.02	 0.45	 1.000000
1.02	 0.47	 1.000000
1.02	 0.50	 1.000000
1.02	 0.53	 1.000000
1.02	 0.55	 1.000000
1.02	 0.57	 1.000000
1.02	 0.60	 1.000001
1.02	 0.63	 1.000006
1.02	 0.65	 1.000025
1.02	 0.68	 1.000093
1.02	 0.70	 1.000305
1.02	 0.73	 1.000879
1.02	 0.75	 1.002262
1.02	 0.78	 1.005255
1.02	 0.80	 1.011111
1.02	 0.82	 1.021549
1.02	 0.85	 1.038594
1.02	 0.88	 1.064223
1.02	 0.90	 1.099860
1.02	 0.93	 1.145854
1.02	 0.95	 1.201141
1.02	 0.98	 1.263218
1.02	 1.00	 1.328494
1.02	 1.02	 1.392933
1.02	 1.05	 1.452777
1.02	 1.08	 1.505162
1.02	 1.10	 1.548461
1.02	 1.13	 1.582309
1.02	 1.15	 1.607368
1.02	 1.18	 1.624960
1.02	 1.20	 1.636674
1.02	 1.23	 1.644042
1.02	 1.25	 1.648317
1.02	 1.27	 1.650321
1.02	 1.30	 1.650349
1.02	 1.33	 1.648095
1.02	 1.35	 1.642608
1.02	 1.38	 1.632346
1.02	 1.40	 1.615380
1.02	 1.43	 1.589786
1.02	 1.45	 1.554164
1.02	 1.48	 1.508175
1.02	 1.50	 1.452890
1.02	 1.52	 1.390815
1.02	 1.55	 1.325539
1.02	 1.58	 1.261100
1.02	 1.60	 1.201257
1.02	 1.63	 1.148872
1.02	 1.65	 1.105572
1.02	 1.68	 1.071725
1.02	 1.70	 1.046664
1.02	 1.73	 1.029068
1.02	 1.75	 1.017335
1.02	 1.77	 1.009898
1.02	 1.80	 1.005412
1.02	 1.83	 1.002834
1.02	 1.85	 1.001422
1.02	 1.88	 1.000683
1.02	 1.90	 1.000315
1.02	 1.93	 1.000139
1.02	 1.95	 1.000059
1.02	 1.98	 1.000024
1.02	 2.00	 1.000000
1.05	 0.00	 1.000000
1.05	 0.03	 1.000000
1.05	 0.05	 1.000000
1.05	 0.08	 1.000000
1.05	 0.10	 1.000000
1.05	 0.13	 1.000000
1.05	 0.15	 1.000000
1.05	 0.17	 1.000000
1.05	 0.20	 1.000000
1.05	 0.23	 1.000000
1.05	 0.25	 1.000000
1.05	 0.28	 1.000000
1.05	 0.30	 1.000000
1.05	 0.33	 1.000000
1.05	 0.35	 1.000000
1.05	 0.38	 1.000000
1.05	 0.40	 1.000000
1.05	 0.43	 1.000000
1.05	 0.45	 1.000000
1.05	 0.47	 1.000000
1.05	 0.50	 1.000000
1.05	 0.53	 1.000000
1.05	 0.55	 1.000000
1.05	 0.57	 1.000000
1.05	 0.60	 1.000001
1.05	 0.63	 1.000007
1.05	 0.65	 1.000032
1.05	 0.68	 1.000119
1.05	 0.70	 1.000385
1.05	 0.73	 1.001100
1.05	 0.75	 1.002809
1.05	 0.78	 1.006472
1.05	 0.80	 1.013575
1.05	 0.82	 1.026124
1.05	 0.85	 1.046436
1.05	 0.88	 1.076713
1.05	 0.90	 1.118448
1.05	 0.93	 1.171857
1.05	 0.95	 1.235519
1.05	 0.98	 1.306411
1.05	 1.00	 1.380357
1.05	 1.02	 1.452777
1.05	 1.05	 1.519513
1.05	 1.08	 1.577492
1.05	 1.10	 1.625065
1.05	 1.13	 1.661989
1.05	 1.15	 1.689138
1.05	 1.18	 1.708071
1.05	 1.20	 1.720595
1.05	 1.23	 1.728413
1.05	 1.25	 1.732888
1.05	 1.27	 1.734882
1.05	 1.30	 1.734650
1.05	 1.33	 1.731755
1.05	 1.35	 1.725034
1.05	 1.38	 1.712666
1.05	 1.40	 1.692436
1.05	 1.43	 1.662196
1.05	 1.45	 1.620475
1.05	 1.48	 1.567073
1.05	 1.50	 1.503412
1.05	 1.52	 1.432521
1.05	 1.55	 1.358576
1.05	 1.58	 1.286156
1.05	 1.60	 1.219420
1.05	 1.63	 1.161441
1.05	 1.65	 1.113868
1.05	 1.68	 1.076944
1.05	 1.70	 1.049793
1.05	 1.73	 1.030854
1.05	 1.75	 1.018306
1.05	 1.77	 1.010401
1.05	 1.80	 1.005660
1.05	 1.83	 1.002950
1.05	 1.85	 1.001474
1.05	 1.88	 1.000706
1.05	 1.90	 1.000324
1.05	 1.93	 1.000143
1.05	 1.95	 1.000060
1.05	 1.98	 1.000024
1.05	 2.00	 1.000000
1.08	 0.00	 1.000000
1.08	 0.03	 1.000000
1.08	 0.05	 1.000000
1.08	 0.08	 1.000000
1.08	 0.10	 1.000000
1.08	 0.13	 1.000000
1.08	 0.15	 1.000000
1.08	 0.17	 1.000000
1.08	 0.20	 1.000000
1.08	 0.23	 1.000000
1.08	 0.25	 1.000000
1.08	 0.28	 1.000000
1.08	 0.30	 1.000000
1.08	 0.33	 1.000000
1.08	 0.35	 1.000000
1.08	 0.38	 1.000000
1.08	 0.40	 1.000000
1.08	 0.43	 1.000000
1.08	 0.45	 1.000000
1.08	 0.47	 1.000000
1.08	 0.50	 1.000000
1.08	 0.53	 1.000000
1.08	 0.55	 1.000000
1.08	 0.57	 1.000000
1.08	 0.60	 1.000002
1.08	 0.63	 1.000009
1.08	 0.65	 1.000039
1.08	 0.68	 1.000145
1.08	 0.70	 1.000466
1.08	 0.73	 1.001323
1.08	 0.75	 1.003353
1.08	 0.78	 1.007666
1.08	 0.80	 1.015963
1.08	 0.82	 1.030500
1.08	 0.85	 1.053843
1.08	 0.88	 1.088362
1.08	 0.90	 1.135577
1.08	 0.93	 1.195541
1.08	 0.95	 1.266486
1.08	 0.98	 1.344916
1.08	 1.00	 1.426149
1.08	 1.02	 1.505162
1.08	 1.05	 1.577492
1.08	 1.08	 1.639931
1.08	 1.10	 1.690847
1.08	 1.13	 1.730135
1.08	 1.15	 1.758860
1.08	 1.18	 1.778783
1.08	 1.20	 1.791891
1.08	 1.23	 1.800024
1.08	 1.25	 1.804621
1.08	 1.27	 1.806563
1.08	 1.30	 1.806053
1.08	 1.33	 1.802527
1.08	 1.35	 1.794620
1.08	 1.38	 1.780267
1.08	 1.40	 1.757008
1.08	 1.43	 1.722526
1.08	 1.45	 1.675326
1.08	 1.48	 1.615369
1.08	 1.50	 1.544426
1.08	 1.52	 1.465996
1.08	 1.55	 1.384764
1.08	 1.58	 1.305751
1.08	 1.60	 1.233421
1.08	 1.63	 1.170982
1.08	 1.65	 1.120065
1.08	 1.68	 1.080778
1.08	 1.70	 1.052051
1.08	 1.73	 1.032120
1.08	 1.75	 1.018982
1.08	 1.77	 1.010744
1.08	 1.80	 1.005826
1.08	 1.83	 1.003027
1.08	 1.85	 1.001507
1.08	 1.88	 1.000720
1.08	 1.90	 1.000329
1.08	 1.93	 1.000145
1.08	 1.95	 1.000061
1.08	 1.98	 1.000025
1.08	 2.00	 1.000000
1.10	 0.00	 1.000000
1.10	 0.03	 1.000000
1.10	 0.05	 1.000000
1.10	 0.08	 1.000000
1.10	 0.10	 1.000000
1.10	 0.13	 1.000000
1.10	 0.15	 1.000000
1.10	 0.17	 1.000000
1.10	 0.20	 1.000000
1.10	 0.23	 1.000000
1.10	 0.25	 1.000000
1.10	 0.28	 1.000000
1.10	 0.30	 1.000000
1.10	 0.33	 1.000000
1.10	 0.35	 1.000000
1.10	 0.38	 1.000000
1.10	 0.40	 1.000000
1.10	 0.43	 1.000000
1.10	 0.45	 1.000000
1.10	 0.47	 1.000000
1.10	 0.50	 1.000000
1.10	 0.53	 1.000000
1.10	 0.55	 1.000000
1.10	 0.57	 1.000000
1.10	 0.60	 1.000002
1.10	 0.63	 1.000011
1.10	 0.65	 1.000046
1.10	 0.68	 1.000171
1.10	 0.70	 1.000545
1.10	 0.73	 1.001536
1.10	 0.75	 1.003863
1.10	 0.78	 1.008774
1.10	 0.80	 1.018147
1.10	 0.82	 1.034453
1.10	 0.85	 1.060447
1.10	 0.88	 1.098619
1.10	 0.90	 1.150477
1.10	 0.93	 1.215903
1.10	 0.95	 1.292816
1.10	 0.98	 1.377319
1.10	 1.00	 1.464320
1.10	 1.02	 1.548461
1.10	 1.05	 1.625065
1.10	 1.08	 1.690847
1.10	 1.10	 1.744226
1.10	 1.13	 1.785220
1.10	 1.15	 1.815061
1.10	 1.18	 1.835672
1.10	 1.20	 1.849176
1.10	 1.23	 1.857512
1.10	 1.25	 1.862171
1.10	 1.27	 1.864037
1.10	 1.30	 1.863256
1.10	 1.33	 1.859145
1.10	 1.35	 1.850167
1.10	 1.38	 1.834048
1.10	 1.40	 1.808138
1.10	 1.43	 1.770002
1.10	 1.45	 1.718160
1.10	 1.48	 1.652740
1.10	 1.50	 1.575830
1.10	 1.52	 1.491328
1.10	 1.55	 1.404326
1.10	 1.58	 1.320186
1.10	 1.60	 1.243582
1.10	 1.63	 1.177799
1.10	 1.65	 1.124421
1.10	 1.68	 1.083426
1.10	 1.70	 1.053584
1.10	 1.73	 1.032964
1.10	 1.75	 1.019424
1.10	 1.77	 1.010964
1.10	 1.80	 1.005930
1.10	 1.83	 1.003074
1.10	 1.85	 1.001528
1.10	 1.88	 1.000728
1.10	 1.90	 1.000333
1.10	 1.93	 1.000146
1.10	 1.95	 1.000061
1.10	 1.98	 1.000025
1.10	 2.00	 1.000000
1.13	 0.00	 1.000000
1.13	 0.03	 1.000000
1.13	 0.05	 1.000000
1.13	 0.08	 1.000000
1.13	 0.10	 1.000000
1.13	 0.13	 1.000000
1.13	 0.15	 1.000000
1.13	 0.17	 1.000000
1.13	 0.20	 1.000000
1.13	 0.23	 1.000000
1.13	 0.25	 1.000000
1.13	 0.28	 1.000000
1.13	 0.30	 1.000000
1.13	 0.33	 1.000000
1.13	 0.35	 1.000000
1.13	 0.38	 1.000000
1.13	 0.40	 1.000000
1.13	 0.43	 1.000000
1.13	 0.45	 1.000000
1.13	 0.47	 1.000000
1.13	 0.50	 1.000000
1.13	 0.53	 1.000000
1.13	 0.55	 1.000000
1.13	 0.57	 1.000001
1.13	 0.60	 1.000003
1.13	 0.63	 1.000012
1.13	 0.65	 1.000053
1.13	 0.68	 1.000195
1.13	 0.70	 1.000617
1.13	 0.73	 1.001727
1.13	 0.75	 1.004317
1.13	 0.78	 1.009744
1.13	 0.80	 1.020037
1.13	 0.82	 1.037828
1.13	 0.85	 1.066014
1.13	 0.88	 1.107157
1.13	 0.90	 1.162730
1.13	 0.93	 1.232452
1.13	 0.95	 1.313980
1.13	 0.98	 1.403098
1.13	 1.00	 1.494407
1.13	 1.02	 1.582309
1.13	 1.05	 1.661989
1.13	 1.08	 1.730135
1.13	 1.10	 1.785220
1.13	 1.13	 1.827375
1.13	 1.15	 1.857959
1.13	 1.18	 1.879019
1.13	 1.20	 1.892775
1.13	 1.23	 1.901233
1.13	 1.25	 1.905915
1.13	 1.27	 1.907696
1.13	 1.30	 1.906668
1.13	 1.33	 1.902047
1.13	 1.35	 1.892152
1.13	 1.38	 1.874550
1.13	 1.40	 1.846448
1.13	 1.43	 1.805341
1.13	 1.45	 1.749784
1.13	 1.48	 1.680068
1.13	 1.50	 1.598543
1.13	 1.52	 1.509425
1.13	 1.55	 1.418117
1.13	 1.58	 1.330216
1.13	 1.60	 1.250535
1.13	 1.63	 1.182389
1.13	 1.65	 1.127304
1.13	 1.68	 1.085149
1.13	 1.70	 1.054562
1.13	 1.73	 1.033493
1.13	 1.75	 1.019695
1.13	 1.77	 1.011097
1.13	 1.80	 1.005992
1.13	 1.83	 1.003101
1.13	 1.85	 1.001539
1.13	 1.88	 1.000732
1.13	 1.90	 1.000335
1.13	 1.93	 1.000147
