VARIABLES = "x"	,"y"	,"u"
0.28	 0.98	 1.000000
0.28	 1.00	 1.000000
0.28	 1.02	 1.000000
0.28	 1.05	 1.000000
0.28	 1.08	 1.000000
0.28	 1.10	 1.000000
0.28	 1.13	 1.000000
0.28	 1.15	 1.000000
0.28	 1.18	 1.000000
0.28	 1.20	 1.000000
0.28	 1.23	 1.000000
0.28	 1.25	 1.000000
0.28	 1.27	 1.000000
0.28	 1.30	 1.000000
0.28	 1.33	 1.000000
0.28	 1.35	 1.000000
0.28	 1.38	 1.000000
0.28	 1.40	 1.000000
0.28	 1.43	 1.000000
0.28	 1.45	 1.000000
0.28	 1.48	 1.000000
0.28	 1.50	 1.000000
0.28	 1.52	 1.000000
0.28	 1.55	 1.000000
0.28	 1.58	 1.000000
0.28	 1.60	 1.000000
0.28	 1.63	 1.000000
0.28	 1.65	 1.000000
0.28	 1.68	 1.000000
0.28	 1.70	 1.000000
0.28	 1.73	 1.000000
0.28	 1.75	 1.000000
0.28	 1.77	 1.000000
0.28	 1.80	 1.000000
0.28	 1.83	 1.000000
0.28	 1.85	 1.000000
0.28	 1.88	 1.000000
0.28	 1.90	 1.000000
0.28	 1.93	 1.000000
0.28	 1.95	 1.000000
0.28	 1.98	 1.000000
0.28	 2.00	 1.000000
0.30	 0.00	 1.000000
0.30	 0.03	 1.000000
0.30	 0.05	 1.000000
0.30	 0.08	 1.000000
0.30	 0.10	 1.000000
0.30	 0.13	 1.000000
0.30	 0.15	 1.000000
0.30	 0.17	 1.000000
0.30	 0.20	 1.000000
0.30	 0.23	 1.000000
0.30	 0.25	 1.000000
0.30	 0.28	 1.000000
0.30	 0.30	 1.000000
0.30	 0.33	 1.000000
0.30	 0.35	 1.000000
0.30	 0.38	 1.000000
0.30	 0.40	 1.000000
0.30	 0.43	 1.000000
0.30	 0.45	 1.000000
0.30	 0.47	 1.000000
0.30	 0.50	 1.000000
0.30	 0.53	 1.000000
0.30	 0.55	 1.000000
0.30	 0.57	 1.000000
0.30	 0.60	 1.000000
0.30	 0.63	 1.000000
0.30	 0.65	 1.000000
0.30	 0.68	 1.000000
0.30	 0.70	 1.000000
0.30	 0.73	 1.000000
0.30	 0.75	 1.000000
0.30	 0.78	 1.000000
0.30	 0.80	 1.000000
0.30	 0.82	 1.000000
0.30	 0.85	 1.000000
0.30	 0.88	 1.000000
0.30	 0.90	 1.000000
0.30	 0.93	 1.000000
0.30	 0.95	 1.000000
0.30	 0.98	 1.000000
0.30	 1.00	 1.000000
0.30	 1.02	 1.000000
0.30	 1.05	 1.000000
0.30	 1.08	 1.000000
0.30	 1.10	 1.000000
0.30	 1.13	 1.000000
0.30	 1.15	 1.000000
0.30	 1.18	 1.000000
0.30	 1.20	 1.000000
0.30	 1.23	 1.000000
0.30	 1.25	 1.000000
0.30	 1.27	 1.000000
0.30	 1.30	 1.000000
0.30	 1.33	 1.000000
0.30	 1.35	 1.000000
0.30	 1.38	 1.000000
0.30	 1.40	 1.000000
0.30	 1.43	 1.000000
0.30	 1.45	 1.000000
0.30	 1.48	 1.000000
0.30	 1.50	 1.000000
0.30	 1.52	 1.000000
0.30	 1.55	 1.000000
0.30	 1.58	 1.000000
0.30	 1.60	 1.000000
0.30	 1.63	 1.000000
0.30	 1.65	 1.000000
0.30	 1.68	 1.000000
0.30	 1.70	 1.000000
0.30	 1.73	 1.000000
0.30	 1.75	 1.000000
0.30	 1.77	 1.000000
0.30	 1.80	 1.000000
0.30	 1.83	 1.000000
0.30	 1.85	 1.000000
0.30	 1.88	 1.000000
0.30	 1.90	 1.000000
0.30	 1.93	 1.000000
0.30	 1.95	 1.000000
0.30	 1.98	 1.000000
0.30	 2.00	 1.000000
0.33	 0.00	 1.000000
0.33	 0.03	 1.000000
0.33	 0.05	 1.000000
0.33	 0.08	 1.000000
0.33	 0.10	 1.000000
0.33	 0.13	 1.000000
0.33	 0.15	 1.000000
0.33	 0.17	 1.000000
0.33	 0.20	 1.000000
0.33	 0.23	 1.000000
0.33	 0.25	 1.000000
0.33	 0.28	 1.000000
0.33	 0.30	 1.000000
0.33	 0.33	 1.000000
0.33	 0.35	 1.000000
0.33	 0.38	 1.000000
0.33	 0.40	 1.000000
0.33	 0.43	 1.000000
0.33	 0.45	 1.000000
0.33	 0.47	 1.000000
0.33	 0.50	 1.000000
0.33	 0.53	 1.000000
0.33	 0.55	 1.000000
0.33	 0.57	 1.000000
0.33	 0.60	 1.000000
0.33	 0.63	 1.000000
0.33	 0.65	 1.000000
0.33	 0.68	 1.000000
0.33	 0.70	 1.000000
0.33	 0.73	 1.000000
0.33	 0.75	 1.000000
0.33	 0.78	 1.000000
0.33	 0.80	 1.000000
0.33	 0.82	 1.000000
0.33	 0.85	 1.000000
0.33	 0.88	 1.000000
0.33	 0.90	 1.000000
0.33	 0.93	 1.000000
0.33	 0.95	 1.000000
0.33	 0.98	 1.000000
0.33	 1.00	 1.000000
0.33	 1.02	 1.000000
0.33	 1.05	 1.000000
0.33	 1.08	 1.000000
0.33	 1.10	 1.000000
0.33	 1.13	 1.000000
0.33	 1.15	 1.000000
0.33	 1.18	 1.000000
0.33	 1.20	 1.000000
0.33	 1.23	 1.000000
0.33	 1.25	 1.000000
0.33	 1.27	 1.000000
0.33	 1.30	 1.000000
0.33	 1.33	 1.000000
0.33	 1.35	 1.000000
0.33	 1.38	 1.000000
0.33	 1.40	 1.000000
0.33	 1.43	 1.000000
0.33	 1.45	 1.000000
0.33	 1.48	 1.000000
0.33	 1.50	 1.000000
0.33	 1.52	 1.000000
0.33	 1.55	 1.000000
0.33	 1.58	 1.000000
0.33	 1.60	 1.000000
0.33	 1.63	 1.000000
0.33	 1.65	 1.000000
0.33	 1.68	 1.000000
0.33	 1.70	 1.000000
0.33	 1.73	 1.000000
0.33	 1.75	 1.000000
0.33	 1.77	 1.000000
0.33	 1.80	 1.000000
0.33	 1.83	 1.000000
0.33	 1.85	 1.000000
0.33	 1.88	 1.000000
0.33	 1.90	 1.000000
0.33	 1.93	 1.000000
0.33	 1.95	 1.000000
0.33	 1.98	 1.000000
0.33	 2.00	 1.000000
0.35	 0.00	 1.000000
0.35	 0.03	 1.000000
0.35	 0.05	 1.000000
0.35	 0.08	 1.000000
0.35	 0.10	 1.000000
0.35	 0.13	 1.000000
0.35	 0.15	 1.000000
0.35	 0.17	 1.000000
0.35	 0.20	 1.000000
0.35	 0.23	 1.000000
0.35	 0.25	 1.000000
0.35	 0.28	 1.000000
0.35	 0.30	 1.000000
0.35	 0.33	 1.000000
0.35	 0.35	 1.000000
0.35	 0.38	 1.000000
0.35	 0.40	 1.000000
0.35	 0.43	 1.000000
0.35	 0.45	 1.000000
0.35	 0.47	 1.000000
0.35	 0.50	 1.000000
0.35	 0.53	 1.000000
0.35	 0.55	 1.000000
0.35	 0.57	 1.000000
0.35	 0.60	 1.000000
0.35	 0.63	 1.000000
0.35	 0.65	 1.000000
0.35	 0.68	 1.000000
0.35	 0.70	 1.000000
0.35	 0.73	 1.000000
0.35	 0.75	 1.000000
0.35	 0.78	 1.000000
0.35	 0.80	 1.000000
0.35	 0.82	 1.000000
0.35	 0.85	 1.000000
0.35	 0.88	 1.000000
0.35	 0.90	 1.000000
0.35	 0.93	 1.000000
0.35	 0.95	 1.000000
0.35	 0.98	 1.000000
0.35	 1.00	 1.000000
0.35	 1.02	 1.000000
0.35	 1.05	 1.000000
0.35	 1.08	 1.000000
0.35	 1.10	 1.000000
0.35	 1.13	 1.000000
0.35	 1.15	 1.000000
0.35	 1.18	 1.000000
0.35	 1.20	 1.000000
0.35	 1.23	 1.000000
0.35	 1.25	 1.000000
0.35	 1.27	 1.000000
0.35	 1.30	 1.000000
0.35	 1.33	 1.000000
0.35	 1.35	 1.000000
0.35	 1.38	 1.000000
0.35	 1.40	 1.000000
0.35	 1.43	 1.000000
0.35	 1.45	 1.000000
0.35	 1.48	 1.000000
0.35	 1.50	 1.000000
0.35	 1.52	 1.000000
0.35	 1.55	 1.000000
0.35	 1.58	 1.000000
0.35	 1.60	 1.000000
0.35	 1.63	 1.000000
0.35	 1.65	 1.000000
0.35	 1.68	 1.000000
0.35	 1.70	 1.000000
0.35	 1.73	 1.000000
0.35	 1.75	 1.000000
0.35	 1.77	 1.000000
0.35	 1.80	 1.000000
0.35	 1.83	 1.000000
0.35	 1.85	 1.000000
0.35	 1.88	 1.000000
0.35	 1.90	 1.000000
0.35	 1.93	 1.000000
0.35	 1.95	 1.000000
0.35	 1.98	 1.000000
0.35	 2.00	 1.000000
0.38	 0.00	 1.000000
0.38	 0.03	 1.000000
0.38	 0.05	 1.000000
0.38	 0.08	 1.000000
0.38	 0.10	 1.000000
0.38	 0.13	 1.000000
0.38	 0.15	 1.000000
0.38	 0.17	 1.000000
0.38	 0.20	 1.000000
0.38	 0.23	 1.000000
0.38	 0.25	 1.000000
0.38	 0.28	 1.000000
0.38	 0.30	 1.000000
0.38	 0.33	 1.000000
0.38	 0.35	 1.000000
0.38	 0.38	 1.000000
0.38	 0.40	 1.000000
0.38	 0.43	 1.000000
0.38	 0.45	 1.000000
0.38	 0.47	 1.000000
0.38	 0.50	 1.000000
0.38	 0.53	 1.000000
0.38	 0.55	 1.000000
0.38	 0.57	 1.000000
0.38	 0.60	 1.000000
0.38	 0.63	 1.000000
0.38	 0.65	 1.000000
0.38	 0.68	 1.000000
0.38	 0.70	 1.000000
0.38	 0.73	 1.000000
0.38	 0.75	 1.000000
0.38	 0.78	 1.000000
0.38	 0.80	 1.000000
0.38	 0.82	 1.000000
0.38	 0.85	 1.000000
0.38	 0.88	 1.000000
0.38	 0.90	 1.000000
0.38	 0.93	 1.000000
0.38	 0.95	 1.000000
0.38	 0.98	 1.000000
0.38	 1.00	 1.000000
0.38	 1.02	 1.000000
0.38	 1.05	 1.000000
0.38	 1.08	 1.000000
0.38	 1.10	 1.000000
0.38	 1.13	 1.000000
0.38	 1.15	 1.000000
0.38	 1.18	 1.000000
0.38	 1.20	 1.000000
0.38	 1.23	 1.000000
0.38	 1.25	 1.000000
0.38	 1.27	 1.000000
0.38	 1.30	 1.000000
0.38	 1.33	 1.000000
0.38	 1.35	 1.000000
0.38	 1.38	 1.000000
0.38	 1.40	 1.000000
0.38	 1.43	 1.000000
0.38	 1.45	 1.000000
0.38	 1.48	 1.000000
0.38	 1.50	 1.000000
0.38	 1.52	 1.000000
0.38	 1.55	 1.000000
0.38	 1.58	 1.000000
0.38	 1.60	 1.000000
0.38	 1.63	 1.000000
0.38	 1.65	 1.000000
0.38	 1.68	 1.000000
0.38	 1.70	 1.000000
0.38	 1.73	 1.000000
0.38	 1.75	 1.000000
0.38	 1.77	 1.000000
0.38	 1.80	 1.000000
0.38	 1.83	 1.000000
0.38	 1.85	 1.000000
0.38	 1.88	 1.000000
0.38	 1.90	 1.000000
0.38	 1.93	 1.000000
0.38	 1.95	 1.000000
0.38	 1.98	 1.000000
0.38	 2.00	 1.000000
0.40	 0.00	 1.000000
0.40	 0.03	 1.000000
0.40	 0.05	 1.000000
0.40	 0.08	 1.000000
0.40	 0.10	 1.000000
0.40	 0.13	 1.000000
0.40	 0.15	 1.000000
0.40	 0.17	 1.000000
0.40	 0.20	 1.000000
0.40	 0.23	 1.000000
0.40	 0.25	 1.000000
0.40	 0.28	 1.000000
0.40	 0.30	 1.000000
0.40	 0.33	 1.000000
0.40	 0.35	 1.000000
0.40	 0.38	 1.000000
0.40	 0.40	 1.000000
0.40	 0.43	 1.000000
0.40	 0.45	 1.000000
0.40	 0.47	 1.000000
0.40	 0.50	 1.000000
0.40	 0.53	 1.000000
0.40	 0.55	 1.000000
0.40	 0.57	 1.000000
0.40	 0.60	 1.000000
0.40	 0.63	 1.000000
0.40	 0.65	 1.000000
0.40	 0.68	 1.000000
0.40	 0.70	 1.000000
0.40	 0.73	 1.000000
0.40	 0.75	 1.000000
0.40	 0.78	 1.000000
0.40	 0.80	 1.000000
0.40	 0.82	 1.000000
0.40	 0.85	 1.000000
0.40	 0.88	 1.000000
0.40	 0.90	 1.000000
0.40	 0.93	 1.000000
0.40	 0.95	 1.000000
0.40	 0.98	 1.000000
0.40	 1.00	 1.000000
0.40	 1.02	 1.000000
0.40	 1.05	 1.000000
0.40	 1.08	 1.000000
0.40	 1.10	 1.000000
0.40	 1.13	 1.000000
0.40	 1.15	 1.000000
0.40	 1.18	 1.000000
0.40	 1.20	 1.000000
0.40	 1.23	 1.000000
0.40	 1.25	 1.000000
0.40	 1.27	 1.000000
0.40	 1.30	 1.000000
0.40	 1.33	 1.000000
0.40	 1.35	 1.000000
0.40	 1.38	 1.000000
0.40	 1.40	 1.000000
0.40	 1.43	 1.000000
0.40	 1.45	 1.000000
0.40	 1.48	 1.000000
0.40	 1.50	 1.000000
0.40	 1.52	 1.000000
0.40	 1.55	 1.000000
0.40	 1.58	 1.000000
0.40	 1.60	 1.000000
0.40	 1.63	 1.000000
0.40	 1.65	 1.000000
0.40	 1.68	 1.000000
0.40	 1.70	 1.000000
0.40	 1.73	 1.000000
0.40	 1.75	 1.000000
0.40	 1.77	 1.000000
0.40	 1.80	 1.000000
0.40	 1.83	 1.000000
0.40	 1.85	 1.000000
0.40	 1.88	 1.000000
0.40	 1.90	 1.000000
0.40	 1.93	 1.000000
0.40	 1.95	 1.000000
0.40	 1.98	 1.000000
0.40	 2.00	 1.000000
0.43	 0.00	 1.000000
0.43	 0.03	 1.000000
0.43	 0.05	 1.000000
0.43	 0.08	 1.000000
0.43	 0.10	 1.000000
0.43	 0.13	 1.000000
0.43	 0.15	 1.000000
0.43	 0.17	 1.000000
0.43	 0.20	 1.000000
0.43	 0.23	 1.000000
0.43	 0.25	 1.000000
0.43	 0.28	 1.000000
0.43	 0.30	 1.000000
0.43	 0.33	 1.000000
0.43	 0.35	 1.000000
0.43	 0.38	 1.000000
0.43	 0.40	 1.000000
0.43	 0.43	 1.000000
0.43	 0.45	 1.000000
0.43	 0.47	 1.000000
0.43	 0.50	 1.000000
0.43	 0.53	 1.000000
0.43	 0.55	 1.000000
0.43	 0.57	 1.000000
0.43	 0.60	 1.000000
0.43	 0.63	 1.000000
0.43	 0.65	 1.000000
0.43	 0.68	 1.000000
0.43	 0.70	 1.000000
0.43	 0.73	 1.000000
0.43	 0.75	 1.000000
0.43	 0.78	 1.000000
0.43	 0.80	 1.000000
0.43	 0.82	 1.000000
0.43	 0.85	 1.000000
0.43	 0.88	 1.000000
0.43	 0.90	 1.000000
0.43	 0.93	 1.000000
0.43	 0.95	 1.000000
0.43	 0.98	 1.000000
0.43	 1.00	 1.000000
0.43	 1.02	 1.000000
0.43	 1.05	 1.000000
0.43	 1.08	 1.000000
0.43	 1.10	 1.000000
0.43	 1.13	 1.000000
0.43	 1.15	 1.000000
0.43	 1.18	 1.000000
0.43	 1.20	 1.000000
0.43	 1.23	 1.000000
0.43	 1.25	 1.000000
0.43	 1.27	 1.000000
0.43	 1.30	 1.000000
0.43	 1.33	 1.000000
0.43	 1.35	 1.000000
0.43	 1.38	 1.000000
0.43	 1.40	 1.000000
0.43	 1.43	 1.000000
0.43	 1.45	 1.000000
0.43	 1.48	 1.000000
0.43	 1.50	 1.000000
0.43	 1.52	 1.000000
0.43	 1.55	 1.000000
0.43	 1.58	 1.000000
0.43	 1.60	 1.000000
0.43	 1.63	 1.000000
0.43	 1.65	 1.000000
0.43	 1.68	 1.000000
0.43	 1.70	 1.000000
0.43	 1.73	 1.000000
0.43	 1.75	 1.000000
0.43	 1.77	 1.000000
0.43	 1.80	 1.000000
0.43	 1.83	 1.000000
0.43	 1.85	 1.000000
0.43	 1.88	 1.000000
0.43	 1.90	 1.000000
0.43	 1.93	 1.000000
0.43	 1.95	 1.000000
0.43	 1.98	 1.000000
0.43	 2.00	 1.000000
0.45	 0.00	 1.000000
0.45	 0.03	 1.000000
0.45	 0.05	 1.000000
0.45	 0.08	 1.000000
0.45	 0.10	 1.000000
0.45	 0.13	 1.000000
0.45	 0.15	 1.000000
0.45	 0.17	 1.000000
0.45	 0.20	 1.000000
0.45	 0.23	 1.000000
0.45	 0.25	 1.000000
0.45	 0.28	 1.000000
0.45	 0.30	 1.000000
0.45	 0.33	 1.000000
0.45	 0.35	 1.000000
0.45	 0.38	 1.000000
0.45	 0.40	 1.000000
0.45	 0.43	 1.000000
0.45	 0.45	 1.000000
0.45	 0.47	 1.000000
0.45	 0.50	 1.000000
0.45	 0.53	 1.000000
0.45	 0.55	 1.000000
0.45	 0.57	 1.000000
0.45	 0.60	 1.000000
0.45	 0.63	 1.000000
0.45	 0.65	 1.000000
0.45	 0.68	 1.000000
0.45	 0.70	 1.000000
0.45	 0.73	 1.000000
0.45	 0.75	 1.000000
0.45	 0.78	 1.000000
0.45	 0.80	 1.000000
0.45	 0.82	 1.000000
0.45	 0.85	 1.000000
0.45	 0.88	 1.000000
0.45	 0.90	 1.000000
0.45	 0.93	 1.000000
0.45	 0.95	 1.000000
0.45	 0.98	 1.000000
0.45	 1.00	 1.000000
0.45	 1.02	 1.000000
0.45	 1.05	 1.000000
0.45	 1.08	 1.000000
0.45	 1.10	 1.000000
0.45	 1.13	 1.000000
0.45	 1.15	 1.000000
0.45	 1.18	 1.000000
0.45	 1.20	 1.000000
0.45	 1.23	 1.000000
0.45	 1.25	 1.000000
0.45	 1.27	 1.000000
0.45	 1.30	 1.000000
0.45	 1.33	 1.000000
0.45	 1.35	 1.000000
0.45	 1.38	 1.000000
0.45	 1.40	 1.000000
0.45	 1.43	 1.000000
0.45	 1.45	 1.000000
0.45	 1.48	 1.000000
0.45	 1.50	 1.000000
0.45	 1.52	 1.000000
0.45	 1.55	 1.000000
0.45	 1.58	 1.000000
0.45	 1.60	 1.000000
0.45	 1.63	 1.000000
0.45	 1.65	 1.000000
0.45	 1.68	 1.000000
0.45	 1.70	 1.000000
0.45	 1.73	 1.000000
0.45	 1.75	 1.000000
0.45	 1.77	 1.000000
0.45	 1.80	 1.000000
0.45	 1.83	 1.000000
0.45	 1.85	 1.000000
0.45	 1.88	 1.000000
0.45	 1.90	 1.000000
0.45	 1.93	 1.000000
0.45	 1.95	 1.000000
0.45	 1.98	 1.000000
0.45	 2.00	 1.000000
0.47	 0.00	 1.000000
0.47	 0.03	 1.000000
0.47	 0.05	 1.000000
0.47	 0.08	 1.000000
0.47	 0.10	 1.000000
0.47	 0.13	 1.000000
0.47	 0.15	 1.000000
0.47	 0.17	 1.000000
0.47	 0.20	 1.000000
0.47	 0.23	 1.000000
0.47	 0.25	 1.000000
0.47	 0.28	 1.000000
0.47	 0.30	 1.000000
0.47	 0.33	 1.000000
0.47	 0.35	 1.000000
0.47	 0.38	 1.000000
0.47	 0.40	 1.000000
0.47	 0.43	 1.000000
0.47	 0.45	 1.000000
0.47	 0.47	 1.000000
0.47	 0.50	 1.000000
0.47	 0.53	 1.000000
0.47	 0.55	 1.000000
0.47	 0.57	 1.000000
0.47	 0.60	 1.000000
0.47	 0.63	 1.000000
0.47	 0.65	 1.000000
0.47	 0.68	 1.000000
0.47	 0.70	 1.000000
0.47	 0.73	 1.000000
0.47	 0.75	 1.000000
0.47	 0.78	 1.000000
0.47	 0.80	 1.000000
0.47	 0.82	 1.000000
0.47	 0.85	 1.000000
0.47	 0.88	 1.000000
0.47	 0.90	 1.000000
0.47	 0.93	 1.000000
0.47	 0.95	 1.000000
0.47	 0.98	 1.000000
0.47	 1.00	 1.000000
0.47	 1.02	 1.000000
0.47	 1.05	 1.000000
0.47	 1.08	 1.000000
0.47	 1.10	 1.000000
0.47	 1.13	 1.000000
0.47	 1.15	 1.000000
0.47	 1.18	 1.000000
0.47	 1.20	 1.000000
0.47	 1.23	 1.000000
0.47	 1.25	 1.000000
0.47	 1.27	 1.000000
0.47	 1.30	 1.000000
0.47	 1.33	 1.000000
0.47	 1.35	 1.000000
0.47	 1.38	 1.000000
0.47	 1.40	 1.000000
0.47	 1.43	 1.000000
0.47	 1.45	 1.000000
0.47	 1.48	 1.000000
0.47	 1.50	 1.000000
0.47	 1.52	 1.000000
0.47	 1.55	 1.000000
0.47	 1.58	 1.000000
0.47	 1.60	 1.000000
0.47	 1.63	 1.000000
0.47	 1.65	 1.000000
0.47	 1.68	 1.000000
0.47	 1.70	 1.000000
0.47	 1.73	 1.000000
0.47	 1.75	 1.000000
0.47	 1.77	 1.000000
0.47	 1.80	 1.000000
0.47	 1.83	 1.000000
0.47	 1.85	 1.000000
0.47	 1.88	 1.000000
0.47	 1.90	 1.000000
0.47	 1.93	 1.000000
0.47	 1.95	 1.000000
0.47	 1.98	 1.000000
0.47	 2.00	 1.000000
0.50	 0.00	 1.000000
0.50	 0.03	 1.000000
0.50	 0.05	 1.000000
0.50	 0.08	 1.000000
0.50	 0.10	 1.000000
0.50	 0.13	 1.000000
0.50	 0.15	 1.000000
0.50	 0.17	 1.000000
0.50	 0.20	 1.000000
0.50	 0.23	 1.000000
0.50	 0.25	 1.000000
0.50	 0.28	 1.000000
0.50	 0.30	 1.000000
0.50	 0.33	 1.000000
0.50	 0.35	 1.000000
0.50	 0.38	 1.000000
0.50	 0.40	 1.000000
0.50	 0.43	 1.000000
0.50	 0.45	 1.000000
0.50	 0.47	 1.000000
0.50	 0.50	 1.000000
0.50	 0.53	 1.000000
0.50	 0.55	 1.000000
0.50	 0.57	 1.000000
0.50	 0.60	 1.000000
0.50	 0.63	 1.000000
0.50	 0.65	 1.000000
0.50	 0.68	 1.000000
0.50	 0.70	 1.000000
0.50	 0.73	 1.000000
0.50	 0.75	 1.000000
0.50	 0.78	 1.000000
0.50	 0.80	 1.000000
0.50	 0.82	 1.000000
0.50	 0.85	 1.000000
0.50	 0.88	 1.000000
0.50	 0.90	 1.000000
0.50	 0.93	 1.000000
0.50	 0.95	 1.000000
0.50	 0.98	 1.000000
0.50	 1.00	 1.000000
0.50	 1.02	 1.000000
0.50	 1.05	 1.000000
0.50	 1.08	 1.000000
0.50	 1.10	 1.000000
0.50	 1.13	 1.000000
0.50	 1.15	 1.000000
0.50	 1.18	 1.000000
0.50	 1.20	 1.000000
0.50	 1.23	 1.000000
0.50	 1.25	 1.000000
0.50	 1.27	 1.000000
0.50	 1.30	 1.000000
0.50	 1.33	 1.000000
0.50	 1.35	 1.000000
0.50	 1.38	 1.000000
0.50	 1.40	 1.000000
0.50	 1.43	 1.000000
0.50	 1.45	 1.000000
0.50	 1.48	 1.000000
0.50	 1.50	 1.000000
0.50	 1.52	 1.000000
0.50	 1.55	 1.000000
0.50	 1.58	 1.000000
0.50	 1.60	 1.000000
0.50	 1.63	 1.000000
0.50	 1.65	 1.000000
0.50	 1.68	 1.000000
0.50	 1.70	 1.000000
0.50	 1.73	 1.000000
0.50	 1.75	 1.000000
0.50	 1.77	 1.000000
0.50	 1.80	 1.000000
0.50	 1.83	 1.000000
0.50	 1.85	 1.000000
0.50	 1.88	 1.000000
0.50	 1.90	 1.000000
0.50	 1.93	 1.000000
0.50	 1.95	 1.000000
0.50	 1.98	 1.000000
0.50	 2.00	 1.000000
0.53	 0.00	 1.000000
0.53	 0.03	 1.000000
0.53	 0.05	 1.000000
0.53	 0.08	 1.000000
0.53	 0.10	 1.000000
0.53	 0.13	 1.000000
0.53	 0.15	 1.000000
0.53	 0.17	 1.000000
0.53	 0.20	 1.000000
0.53	 0.23	 1.000000
0.53	 0.25	 1.000000
0.53	 0.28	 1.000000
0.53	 0.30	 1.000000
0.53	 0.33	 1.000000
0.53	 0.35	 1.000000
0.53	 0.38	 1.000000
0.53	 0.40	 1.000000
0.53	 0.43	 1.000000
0.53	 0.45	 1.000000
0.53	 0.47	 1.000000
0.53	 0.50	 1.000000
0.53	 0.53	 1.000000
0.53	 0.55	 1.000000
0.53	 0.57	 1.000000
0.53	 0.60	 1.000000
0.53	 0.63	 1.000000
0.53	 0.65	 1.000000
0.53	 0.68	 1.000000
0.53	 0.70	 1.000000
0.53	 0.73	 1.000000
0.53	 0.75	 1.000000
0.53	 0.78	 1.000000
0.53	 0.80	 1.000000
0.53	 0.82	 1.000000
0.53	 0.85	 1.000000
0.53	 0.88	 1.000000
0.53	 0.90	 1.000000
0.53	 0.93	 1.000000
0.53	 0.95	 1.000000
0.53	 0.98	 1.000000
0.53	 1.00	 1.000000
0.53	 1.02	 1.000000
0.53	 1.05	 1.000000
0.53	 1.08	 1.000000
0.53	 1.10	 1.000000
0.53	 1.13	 1.000000
0.53	 1.15	 1.000000
0.53	 1.18	 1.000000
0.53	 1.20	 1.000000
0.53	 1.23	 1.000000
0.53	 1.25	 1.000000
0.53	 1.27	 1.000000
0.53	 1.30	 1.000000
0.53	 1.33	 1.000000
0.53	 1.35	 1.000000
0.53	 1.38	 1.000000
0.53	 1.40	 1.000000
0.53	 1.43	 1.000000
0.53	 1.45	 1.000000
0.53	 1.48	 1.000000
0.53	 1.50	 1.000000
0.53	 1.52	 1.000000
0.53	 1.55	 1.000000
0.53	 1.58	 1.000000
0.53	 1.60	 1.000000
0.53	 1.63	 1.000000
0.53	 1.65	 1.000000
0.53	 1.68	 1.000000
0.53	 1.70	 1.000000
0.53	 1.73	 1.000000
0.53	 1.75	 1.000000
0.53	 1.77	 1.000000
0.53	 1.80	 1.000000
0.53	 1.83	 1.000000
0.53	 1.85	 1.000000
0.53	 1.88	 1.000000
0.53	 1.90	 1.000000
0.53	 1.93	 1.000000
0.53	 1.95	 1.000000
0.53	 1.98	 1.000000
0.53	 2.00	 1.000000
0.55	 0.00	 1.000000
0.55	 0.03	 1.000000
0.55	 0.05	 1.000000
0.55	 0.08	 1.000000
0.55	 0.10	 1.000000
0.55	 0.13	 1.000000
0.55	 0.15	 1.000000
0.55	 0.17	 1.000000
0.55	 0.20	 1.000000
0.55	 0.23	 1.000000
0.55	 0.25	 1.000000
0.55	 0.28	 1.000000
0.55	 0.30	 1.000000
0.55	 0.33	 1.000000
0.55	 0.35	 1.000000
0.55	 0.38	 1.000000
0.55	 0.40	 1.000000
0.55	 0.43	 1.000000
0.55	 0.45	 1.000000
0.55	 0.47	 1.000000
0.55	 0.50	 1.000000
0.55	 0.53	 1.000000
0.55	 0.55	 1.000000
0.55	 0.57	 1.000000
0.55	 0.60	 1.000000
0.55	 0.63	 1.000000
0.55	 0.65	 1.000000
0.55	 0.68	 1.000000
0.55	 0.70	 1.000000
0.55	 0.73	 1.000000
0.55	 0.75	 1.000000
0.55	 0.78	 1.000000
0.55	 0.80	 1.000000
0.55	 0.82	 1.000000
0.55	 0.85	 1.000000
0.55	 0.88	 1.000000
0.55	 0.90	 1.000000
0.55	 0.93	 1.000000
0.55	 0.95	 1.000000
0.55	 0.98	 1.000000
0.55	 1.00	 1.000000
0.55	 1.02	 1.000000
0.55	 1.05	 1.000000
0.55	 1.08	 1.000000
0.55	 1.10	 1.000000
0.55	 1.13	 1.000000
0.55	 1.15	 1.000000
0.55	 1.18	 1.000000
0.55	 1.20	 1.000000
0.55	 1.23	 1.000000
0.55	 1.25	 1.000000
0.55	 1.27	 1.000000
0.55	 1.30	 1.000000
0.55	 1.33	 1.000000
0.55	 1.35	 1.000000
0.55	 1.38	 1.000000
0.55	 1.40	 1.000000
0.55	 1.43	 1.000000
0.55	 1.45	 1.000000
0.55	 1.48	 1.000000
0.55	 1.50	 1.000001
0.55	 1.52	 1.000000
0.55	 1.55	 1.000000
0.55	 1.58	 1.000000
0.55	 1.60	 1.000000
0.55	 1.63	 1.000000
0.55	 1.65	 1.000000
0.55	 1.68	 1.000000
0.55	 1.70	 1.000000
0.55	 1.73	 1.000000
0.55	 1.75	 1.000000
0.55	 1.77	 1.000000
0.55	 1.80	 1.000000
0.55	 1.83	 1.000000
0.55	 1.85	 1.000000
0.55	 1.88	 1.000000
0.55	 1.90	 1.000000
0.55	 1.93	 1.000000
0.55	 1.95	 1.000000
